GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Speed (OBD)(km/h),Kilometers Per Litre(Instant)(kpl),Trip Distance(km),Engine RPM(rpm)
-,28-mar-2019 14:41:15.556,-,-,-,-,-,-,-0.3948059,4.3003387,8.738602,0.012619436,0.012619435787200928,-,-,0.0,-
-,28-mar-2019 14:41:16.552,-,-,-,-,-,-,-0.58395386,4.8893127,8.73381,0.03538577,0.03538576886057854,-,-,0.0,-
GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Speed (OBD)(km/h),Kilometers Per Litre(Instant)(kpl),Trip Distance(km),Engine RPM(rpm)
-,29-mar-2019 10:41:37.697,-,-,-,-,-,-,0.19895935,1.9683838,9.832748,0.0063122157,0.004641056060791016,-,-,0.0,-
-,29-mar-2019 10:41:38.692,-,-,-,-,-,-,1.8150482,8.873276,10.476791,0.17085215,0.1708521544933319,-,-,0.0,-
-,29-mar-2019 10:41:39.692,-,-,-,-,-,-,1.4439392,9.91954,0.21044922,0.04104811,0.04104810953140259,0.0,-,-,-
-,29-mar-2019 10:41:40.692,-,-,-,-,-,-,-0.09553528,9.411957,1.8911743,0.047969937,0.047969937324523926,0.0,-,-,-
-,29-mar-2019 10:41:41.691,-,-,-,-,-,-,0.32106018,8.490189,2.846466,0.049200673,0.049200672656297684,0.0,-,-,0.0
-,29-mar-2019 10:41:42.691,-,-,-,-,-,-,0.4096527,9.507736,2.0156708,0.028698346,0.02869834564626217,0.0,0.0,-,0.0
-,29-mar-2019 10:41:43.727,-,-,-,-,-,-,0.1247406,9.435913,1.6900635,-0.0037438273,-0.0037438273429870605,0.0,0.0,-,0.0
-,29-mar-2019 10:41:44.727,-,-,-,-,-,-,-0.12904358,9.718414,1.9342804,0.029181182,0.029181182384490967,0.0,0.0,-,731.0
-,29-mar-2019 10:41:45.726,-,-,-,-,-,-,0.4000702,9.584351,1.675705,0.01845298,0.018452979624271393,0.0,0.0,-,1270.0
-,29-mar-2019 10:41:46.724,-,-,-,-,-,-,0.17022705,10.345703,1.0460205,0.022056878,0.022056877613067627,0.0,0.0,-,1218.0
-,29-mar-2019 10:41:47.727,-,-,-,-,-,-,0.012207031,10.324158,1.1417999,0.025460174,0.025460174307227135,0.0,0.0,-,1113.0
-,29-mar-2019 10:41:48.736,-,-,-,-,-,-,0.5963898,9.699265,1.5272675,0.021738708,0.021738708019256592,0.0,0.0,-,964.0
-,29-mar-2019 10:41:49.706,-,-,-,-,-,-,0.23248291,9.3233795,1.5033112,-0.018037677,-0.01803767681121826,0.0,0.0,-,883.0
-,29-mar-2019 10:41:50.691,-,-,-,-,-,-,-0.88801575,8.973831,2.2790375,0.017130371,0.017130371183156967,0.0,0.0,-,826.0
-,29-mar-2019 10:41:51.692,-,-,-,-,-,-,0.3019104,9.62265,1.699646,0.018373704,0.018373703584074974,0.0,0.0,-,830.0
-,29-mar-2019 10:41:52.692,-,-,-,-,-,-,0.19656372,9.4574585,1.9270935,0.015251928,0.015251928009092808,0.0,0.0,-,949.0
-,29-mar-2019 10:41:53.692,-,-,-,-,-,-,0.14389038,9.850098,1.0986938,0.020183064,0.02018306404352188,0.0,0.0,-,867.0
-,29-mar-2019 10:41:54.692,-,-,-,-,-,-,0.6155548,9.064804,3.0858917,-0.002872467,-0.002872467041015625,0.0,0.0,-,716.0
-,29-mar-2019 10:41:55.692,-,-,-,-,-,-,0.1822052,9.62265,1.6565552,0.015050907,0.01505090668797493,0.0,0.0,-,839.0
-,29-mar-2019 10:41:56.692,-,-,-,-,-,-,0.08163452,9.756729,1.5607758,0.014847178,0.014847178012132645,0.0,0.0,-,909.0
-,29-mar-2019 10:41:57.692,-,-,-,-,-,-,0.24923706,9.320984,2.9829407,0.017082563,0.017082562670111656,0.0,0.0,-,897.0
-,29-mar-2019 10:41:58.692,-,-,-,-,-,-,0.37373352,9.589142,1.8049927,0.009150718,0.009150718338787556,0.0,0.0,-,909.0
-,29-mar-2019 10:41:59.692,-,-,-,-,-,-,-0.014129639,9.613083,1.7355499,0.014770091,0.014770090579986572,0.0,0.0,-,889.0
-,29-mar-2019 10:42:00.692,-,-,-,-,-,-,0.16304016,9.309006,2.3341064,0.01478018,0.014780179597437382,0.0,0.0,-,843.0
-,29-mar-2019 10:42:01.692,-,-,-,-,-,-,0.36175537,9.414352,2.1521454,0.017322203,0.017322203144431114,0.0,0.0,-,843.0
-,29-mar-2019 10:42:02.691,-,-,-,-,-,-,0.26119995,9.857285,1.9103394,0.042861998,0.042861998081207275,0.0,0.0,-,943.0
-,29-mar-2019 10:42:03.691,-,-,-,-,-,-,0.13191223,9.818985,1.2591095,0.028201163,0.028201162815093994,0.0,0.0,-,1663.0
-,29-mar-2019 10:42:04.692,-,-,-,-,-,-,0.5676575,9.795029,0.85209656,0.018049207,0.018049206584692,0.0,0.0,-,2336.0
-,29-mar-2019 10:42:05.692,-,-,-,-,-,-,2.6913147,11.169312,-0.88848877,0.059398364,0.05939836427569389,0.0,0.0,-,2081.0
-,29-mar-2019 10:42:06.691,-,-,-,-,-,-,2.660202,9.965027,0.14341736,0.082755856,0.08275585621595383,11.0,0.9550884962081909,0.0015748611185699701,2102.0
-,29-mar-2019 10:42:07.692,-,-,-,-,-,-,-0.6629486,7.996994,3.550354,0.013564348,0.013564348220825195,18.0,1.8062220811843872,0.004837361164391041,2376.0
-,29-mar-2019 10:42:08.692,-,-,-,-,-,-,0.02658081,10.11586,0.46183777,0.051256,0.051256000995635986,18.0,3.5615577697753906,0.008782360702753067,1491.0
-,29-mar-2019 10:42:09.691,-,-,-,-,-,-,-0.006942749,9.093536,1.2231903,0.043359954,0.04335995391011238,25.0,3.657484292984009,0.017577778548002243,1821.0
-,29-mar-2019 10:42:10.692,-,-,-,-,-,-,-1.7068329,9.404785,1.9438477,0.03974434,0.039744339883327484,30.0,4.398433685302734,0.023834029212594032,2153.0
-,29-mar-2019 10:42:11.692,-,-,-,-,-,-,-1.4458618,8.7894745,0.81617737,0.040761545,0.040761545300483704,33.0,3.6958258152008057,0.029434029012918472,2409.0
-,29-mar-2019 10:42:12.692,-,-,-,-,-,-,-1.9534302,10.302612,-0.74005127,0.09058505,0.09058505296707153,38.0,4.352392673492432,0.03762861341238022,2242.0
-,29-mar-2019 10:42:13.692,-,-,-,-,-,-,1.166214,9.395203,1.2806549,0.036936115,0.036936115473508835,42.0,4.549470901489258,0.053389862179756165,1910.0
-,29-mar-2019 10:42:14.691,-,-,-,-,-,-,0.06967163,3.7831879,6.404251,0.07959347,0.0795934721827507,45.0,5.810348033905029,0.06318944692611694,2002.0
-,29-mar-2019 10:42:15.691,-,-,-,-,-,-,0.9315796,5.2077484,5.13533,0.1531286,0.15312859416007996,50.0,6.659881114959717,0.08196375519037247,2237.0
-,29-mar-2019 10:42:16.691,-,-,-,-,-,-,-0.9694061,11.7582855,-0.8190613,0.22456318,0.22456318140029907,52.0,11.457555770874023,0.093410424888134,2367.0
-,29-mar-2019 10:42:17.692,-,-,-,-,-,-,-1.1274261,6.1175385,4.5607147,-0.19472772,-0.19472771883010864,52.0,8.58501148223877,0.10503820329904556,1706.0
-,29-mar-2019 10:42:18.692,-,-,-,-,-,-,-0.92152405,7.697708,1.3668518,0.08555117,0.0855511724948883,54.0,10.08033275604248,0.11472542583942413,1776.0
-,29-mar-2019 10:42:19.691,-,-,-,-,-,-,0.73046875,7.439148,2.640564,-0.17288429,-0.1728842854499817,56.0,10.176140785217285,0.13953514397144318,1821.0
-,29-mar-2019 10:42:20.692,-,-,-,-,-,-,-1.3572693,9.579559,3.1960144,0.05767864,0.05767863988876343,57.0,9.496376991271973,0.15056833624839783,1849.0
-,29-mar-2019 10:42:21.692,-,-,-,-,-,-,3.5125275,11.042419,-2.7416077,0.21928434,0.21928434073925018,58.0,11.490411758422852,0.1634100079536438,1897.0
-,29-mar-2019 10:42:22.692,-,-,-,-,-,-,-0.27030945,11.48056,-5.107071,0.12647861,0.12647861242294312,59.0,10.219932556152344,0.18673598766326904,1915.0
-,29-mar-2019 10:42:23.691,-,-,-,-,-,-,-0.8497009,10.755112,5.7099304,0.12680271,0.1268027126789093,60.0,11.12199878692627,0.20012348890304565,1944.0
-,29-mar-2019 10:42:24.692,-,-,-,-,-,-,-0.97180176,10.281052,7.7617645,0.070236124,0.07023612409830093,61.0,20.474369049072266,0.21365195512771606,1956.0
-,29-mar-2019 10:42:25.692,-,-,-,-,-,-,-0.33255005,6.483856,6.447342,0.044782728,0.04478272795677185,59.0,29.11901092529297,0.2372341752052307,1921.0
-,29-mar-2019 10:42:26.692,-,-,-,-,-,-,-3.1122284,8.404007,1.6661224,0.11074093,0.11074092984199524,57.0,37.34226608276367,0.2500586211681366,1863.0
-,29-mar-2019 10:42:27.692,-,-,-,-,-,-,-0.32777405,11.614624,5.166443,0.31523794,0.31523793935775757,56.0,34.15699005126953,0.2602756917476654,1725.0
-,29-mar-2019 10:42:28.692,-,-,-,-,-,-,1.3098602,5.2867584,3.8783722,0.094334446,0.0943344458937645,47.0,28.124622344970703,0.28340569138526917,1160.0
-,29-mar-2019 10:42:29.692,-,-,-,-,-,-,0.80947876,10.158951,5.664444,0.12625162,0.12625162303447723,41.0,21.532100677490234,0.2911668121814728,1743.0
-,29-mar-2019 10:42:30.691,-,-,-,-,-,-,1.8054657,12.354431,1.4123383,0.05464398,0.05464398115873337,34.0,26.025527954101562,0.29946890473365784,1902.0
-,29-mar-2019 10:42:31.691,-,-,-,-,-,-,-1.2303772,11.85405,2.257492,0.031054059,0.03105405904352665,23.0,15.819158554077148,0.311068058013916,1680.0
-,29-mar-2019 10:42:32.694,-,-,-,-,-,-,0.6658325,6.9076233,6.8256226,0.028385123,0.02838512323796749,20.0,15.949748992919922,0.31587570905685425,1499.0
-,29-mar-2019 10:42:33.694,-,-,-,-,-,-,1.6498413,10.333725,3.9669495,0.15980226,0.15980225801467896,16.0,12.065694808959961,0.3197457194328308,945.0
-,29-mar-2019 10:42:34.692,-,-,-,-,-,-,0.7831421,10.108673,2.3963623,0.035035778,0.03503577783703804,6.0,9.040759086608887,0.3243435025215149,902.0
-,29-mar-2019 10:42:35.692,-,-,-,-,-,-,0.3928833,9.330566,2.9446259,0.022092171,0.022092171013355255,3.0,2.1967790126800537,0.32533976435661316,946.0
-,29-mar-2019 10:42:36.691,-,-,-,-,-,-,0.08403015,9.505341,2.348465,0.01711607,0.017116069793701172,0.0,0.0,0.32533976435661316,943.0
-,29-mar-2019 10:42:37.692,-,-,-,-,-,-,-0.18890381,9.692078,1.8600616,0.017021619,0.01702161878347397,0.0,0.0,0.32533976435661316,874.0
-,29-mar-2019 10:42:38.692,-,-,-,-,-,-,-0.0021514893,9.668137,1.8768158,0.016732376,0.01673237606883049,0.0,0.0,0.32533976435661316,851.0
-,29-mar-2019 10:42:39.692,-,-,-,-,-,-,-0.18890381,9.572372,1.9893341,0.015881287,0.015881286934018135,0.0,0.0,0.32533976435661316,850.0
-,29-mar-2019 10:42:40.691,-,-,-,-,-,-,-0.1673584,9.70166,1.8241425,0.025430143,0.025430142879486084,0.0,0.0,0.32533976435661316,869.0
-,29-mar-2019 10:42:41.692,-,-,-,-,-,-,-0.16975403,9.579559,1.8265381,0.013252318,0.016491293907165527,0.0,0.0,0.32533976435661316,864.0
-,29-mar-2019 10:42:42.692,-,-,-,-,-,-,-0.16017151,9.6202545,1.8456879,0.016819727,0.016819726675748825,0.0,0.0,0.32533976435661316,854.0
-,29-mar-2019 10:42:43.692,-,-,-,-,-,-,-0.02609253,9.522095,2.0252533,0.011367202,0.011367201805114746,0.0,0.0,0.32533976435661316,855.0
-,29-mar-2019 10:42:44.691,-,-,-,-,-,-,-0.021316528,9.553223,1.9893341,0.013716996,0.01371699571609497,0.0,0.0,0.32533976435661316,853.0
-,29-mar-2019 10:42:45.692,-,-,-,-,-,-,-0.18171692,9.579559,2.0563812,0.016330961,0.016330961138010025,0.0,0.0,0.32533976435661316,860.0
-,29-mar-2019 10:42:46.692,-,-,-,-,-,-,-0.11708069,9.569977,1.9749756,0.016447432,0.016447432339191437,0.0,0.0,0.32533976435661316,852.0
-,29-mar-2019 10:42:47.691,-,-,-,-,-,-,-0.04046631,9.814194,1.6086578,0.017237319,0.01723731867969036,0.0,0.0,0.32533976435661316,854.0
-,29-mar-2019 10:42:48.691,-,-,-,-,-,-,-0.03807068,9.716034,1.8672333,0.014491181,0.014491180889308453,0.0,0.0,0.32533976435661316,848.0
-,29-mar-2019 10:42:49.691,-,-,-,-,-,-,-0.2583313,9.4574585,2.0970764,0.017154455,0.017154455184936523,0.0,0.0,0.32533976435661316,850.0
-,29-mar-2019 10:42:50.691,-,-,-,-,-,-,-0.03567505,9.816589,1.6302185,0.015572097,0.015572097152471542,0.0,0.0,0.32533976435661316,858.0
-,29-mar-2019 10:42:51.692,-,-,-,-,-,-,-0.30621338,9.512527,2.0372314,0.015766047,0.015766046941280365,0.0,0.0,0.32533976435661316,853.0
-,29-mar-2019 10:42:52.691,-,-,-,-,-,-,-0.04286194,9.637024,2.0108948,0.015494574,0.01549457386136055,0.0,0.0,0.32533976435661316,844.0
-,29-mar-2019 10:42:53.692,-,-,-,-,-,-,-0.06919861,9.54364,1.8552704,0.017051816,0.0170518159866333,0.0,0.0,0.32533976435661316,852.0
-,29-mar-2019 10:42:54.693,-,-,-,-,-,-,-0.12187195,9.500549,2.0946808,0.015856395,0.015856394544243813,0.0,0.0,0.32533976435661316,850.0
-,29-mar-2019 10:42:55.692,-,-,-,-,-,-,-0.19369507,9.78067,1.8002014,0.017433494,0.017433494329452515,0.0,0.0,0.32533976435661316,849.0
-,29-mar-2019 10:42:56.691,-,-,-,-,-,-,-0.1386261,9.605896,1.8073883,0.01724701,0.01724701002240181,0.0,0.0,0.32533976435661316,852.0
-,29-mar-2019 10:42:57.692,-,-,-,-,-,-,-0.02848816,9.632233,1.9773712,0.016597833,0.01659783348441124,0.0,0.0,0.32533976435661316,849.0
-,29-mar-2019 10:42:58.691,-,-,-,-,-,-,-0.16017151,9.56041,1.9606171,0.013973653,0.013973653316497803,0.0,0.0,0.32533976435661316,840.0
-,29-mar-2019 10:42:59.693,-,-,-,-,-,-,-0.05482483,9.656174,1.8073883,0.020428956,0.020428955554962158,0.0,0.0,0.32533976435661316,852.0
-,29-mar-2019 10:43:00.691,-,-,-,-,-,-,-0.016525269,9.565186,1.9270935,0.016474552,0.01647455245256424,0.0,0.0,0.32533976435661316,857.0
-,29-mar-2019 10:43:01.691,-,-,-,-,-,-,-0.23918152,9.52449,2.0132904,0.016464865,0.01646486483514309,0.0,0.0,0.32533976435661316,840.0
-,29-mar-2019 10:43:02.692,-,-,-,-,-,-,-0.05003357,9.653778,1.8289337,0.016728172,0.016728172078728676,0.0,0.0,0.32533976435661316,850.0
-,29-mar-2019 10:43:03.693,-,-,-,-,-,-,-0.07159424,9.567581,1.917511,0.015042767,0.01504276692867279,0.0,0.0,0.32533976435661316,848.0
-,29-mar-2019 10:43:04.691,-,-,-,-,-,-,-0.07876587,9.708847,1.8241425,0.026037514,0.026037514209747314,0.0,0.0,0.32533976435661316,861.0
-,29-mar-2019 10:43:05.691,-,-,-,-,-,-,-0.22242737,9.493362,1.9318848,0.016418304,0.016418304294347763,0.0,0.0,0.32533976435661316,851.0
-,29-mar-2019 10:43:06.692,-,-,-,-,-,-,0.04093933,9.637024,2.0132904,0.016920984,0.01692098379135132,0.0,0.0,0.32533976435661316,851.0
-,29-mar-2019 10:43:07.692,-,-,-,-,-,-,-0.17692566,9.737579,1.7738647,0.01729084,0.017290839925408363,0.0,0.0,0.32533976435661316,846.0
-,29-mar-2019 10:43:08.691,-,-,-,-,-,-,-0.20565796,9.510132,2.0348358,0.016230054,0.016230054199695587,0.0,0.0,0.32533976435661316,856.0
-,29-mar-2019 10:43:09.692,-,-,-,-,-,-,-0.07397461,9.610687,2.0372314,0.0204795,0.02047950029373169,0.0,0.0,0.32533976435661316,854.0
-,29-mar-2019 10:43:10.691,-,-,-,-,-,-,-0.11947632,9.605896,1.881607,0.017232703,0.017232703045010567,0.0,0.0,0.32533976435661316,856.0
-,29-mar-2019 10:43:11.692,-,-,-,-,-,-,-0.24397278,9.632233,1.8241425,0.017304718,0.017304718494415283,0.0,0.0,0.32533976435661316,860.0
-,29-mar-2019 10:43:12.691,-,-,-,-,-,-,-0.36128235,9.888412,-0.014602661,0.033271465,0.033271465450525284,0.0,0.0,0.32533976435661316,1579.0
-,29-mar-2019 10:43:13.692,-,-,-,-,-,-,-0.9957428,10.685684,-1.7144928,0.0843008,0.08430080115795135,0.0,0.0,0.32533976435661316,2088.0
-,29-mar-2019 10:43:14.691,-,-,-,-,-,-,0.13909912,11.221985,-0.23725891,0.16327661,0.16327661275863647,16.0,0.0,0.32533976435661316,2292.0
-,29-mar-2019 10:43:15.691,-,-,-,-,-,-,-2.1306,14.327255,-3.8357544,0.54642934,0.5464293360710144,23.0,2.450984001159668,0.3297326862812042,2751.0
-,29-mar-2019 10:43:16.692,-,-,-,-,-,-,0.62991333,9.6418,-3.0504456,0.15312569,0.15312568843364716,26.0,2.1835594177246094,0.33501380681991577,2186.0
-,29-mar-2019 10:43:17.693,-,-,-,-,-,-,-0.9957428,10.338516,-1.6282959,0.13753115,0.13753114640712738,37.0,3.7218017578125,0.348097562789917,2663.0
-,29-mar-2019 10:43:18.691,-,-,-,-,-,-,2.8110352,9.5412445,-0.76878357,0.10872907,0.10872907191514969,43.0,3.6464667320251465,0.35704201459884644,3099.0
-,29-mar-2019 10:43:19.691,-,-,-,-,-,-,-3.0691223,8.492584,1.596695,-0.046217203,-0.04621720314025879,45.0,4.593588829040527,0.3647420108318329,2571.0
-,29-mar-2019 10:43:20.693,-,-,-,-,-,-,-1.9797668,11.794189,0.36367798,0.23864573,0.2386457324028015,51.0,5.736547470092773,0.3857274353504181,2241.0
-,29-mar-2019 10:43:21.695,-,-,-,-,-,-,0.37852478,9.136627,7.2637634,0.10351915,0.10351914912462234,53.0,5.972690582275391,0.3949429988861084,2395.0
-,29-mar-2019 10:43:22.691,-,-,-,-,-,-,1.2739563,11.394363,0.3948059,0.050646823,0.05064682289958,57.0,5.901176452636719,0.4071804881095886,2535.0
-,29-mar-2019 10:43:23.691,-,-,-,-,-,-,1.0369263,10.221207,1.1753082,0.020373503,0.020373502746224403,60.0,13.08186149597168,0.43121254444122314,2225.0
-,29-mar-2019 10:43:24.691,-,-,-,-,-,-,0.5987854,10.795807,-0.27796936,0.12154549,0.12154549360275269,62.0,7.077223777770996,0.44509005546569824,1995.0
-,29-mar-2019 10:43:25.691,-,-,-,-,-,-,-0.7706909,8.545258,2.8871613,-0.058198392,-0.058198392391204834,64.0,8.149738311767578,0.4589325487613678,2111.0
-,29-mar-2019 10:43:26.692,-,-,-,-,-,-,-2.300583,10.544418,-0.5676727,0.13828516,0.13828516006469727,67.0,8.081031799316406,0.48629796504974365,2160.0
-,29-mar-2019 10:43:27.692,-,-,-,-,-,-,-1.6014862,8.782288,5.4681244,0.04669364,0.04669364169239998,69.0,8.140718460083008,0.5018246173858643,2231.0
-,29-mar-2019 10:43:28.691,-,-,-,-,-,-,-2.8512573,9.44548,0.9358978,0.121715516,0.12171551585197449,70.0,9.382682800292969,0.5141222476959229,1958.0
-,29-mar-2019 10:43:29.691,-,-,-,-,-,-,0.9674988,11.430283,1.5847168,0.1994384,0.19943839311599731,71.0,8.10612964630127,0.5443650484085083,1895.0
-,29-mar-2019 10:43:30.691,-,-,-,-,-,-,1.4870453,6.5556793,5.1209564,-0.11957419,-0.11957418918609619,70.0,34.41587829589844,0.5571529865264893,1914.0
-,29-mar-2019 10:43:31.692,-,-,-,-,-,-,0.49822998,10.161346,4.5247955,0.34754205,0.34754204750061035,64.0,48.76371383666992,0.5721535682678223,1164.0
-,29-mar-2019 10:43:32.691,-,-,-,-,-,-,-0.13383484,8.303452,7.424179,0.071578264,0.0715782642364502,56.0,60.20601272583008,0.5961987376213074,2408.0
-,29-mar-2019 10:43:33.691,-,-,-,-,-,-,1.2811432,8.803833,5.298126,0.06331715,0.06331714987754822,47.0,24.922298431396484,0.6078434586524963,1347.0
-,29-mar-2019 10:43:34.692,-,-,-,-,-,-,0.8046875,9.490967,6.387497,0.05863011,0.05863010883331299,38.0,37.626670837402344,0.6173233389854431,1457.0
-,29-mar-2019 10:43:35.692,-,-,-,-,-,-,1.0824127,8.459076,0.74435425,-0.108373165,-0.10837316513061523,23.0,22.06572723388672,0.6296387910842896,1679.0
-,29-mar-2019 10:43:36.692,-,-,-,-,-,-,-0.75154114,8.4375305,3.0499725,0.018704858,0.018704857677221298,19.0,15.31852912902832,0.6344221234321594,1384.0
-,29-mar-2019 10:43:37.691,-,-,-,-,-,-,-0.4355011,9.747147,3.3612213,0.018203473,0.01820347271859646,17.0,10.432755470275879,0.6375671029090881,1270.0
-,29-mar-2019 10:43:38.691,-,-,-,-,-,-,-0.44987488,9.201279,4.4841003,0.04863262,0.04863262176513672,16.0,9.621176719665527,0.6412292122840881,1027.0
-,29-mar-2019 10:43:39.691,-,-,-,-,-,-,-0.25115967,9.608292,3.2510834,0.024799347,0.024799346923828125,6.0,8.102352142333984,0.6457904577255249,952.0
-,29-mar-2019 10:43:40.692,-,-,-,-,-,-,-0.39720154,9.569977,1.7978058,0.01242274,0.012422740459442139,4.0,4.631418704986572,0.646936297416687,957.0
-,29-mar-2019 10:43:41.692,-,-,-,-,-,-,-0.36128235,9.845322,1.7906189,0.017290056,0.017290055751800537,0.0,0.0,0.646936297416687,904.0
-,29-mar-2019 10:43:42.692,-,-,-,-,-,-,-0.41635132,9.498154,2.1377869,0.016925164,0.016925163567066193,0.0,0.0,0.646936297416687,889.0
-,29-mar-2019 10:43:43.691,-,-,-,-,-,-,-0.3732605,9.500549,2.2670746,0.016800025,0.01680002547800541,0.0,0.0,0.646936297416687,874.0
-,29-mar-2019 10:43:44.691,-,-,-,-,-,-,-0.3445282,9.593918,2.0156708,0.0173156,0.01731560006737709,0.0,0.0,0.646936297416687,856.0
-,29-mar-2019 10:43:45.692,-,-,-,-,-,-,-0.28945923,9.5364685,1.9510345,0.011691451,0.011691451072692871,0.0,0.0,0.646936297416687,844.0
-,29-mar-2019 10:43:46.692,-,-,-,-,-,-,-0.39959717,9.708847,2.0611725,0.031565487,0.03156548738479614,0.0,0.0,0.646936297416687,845.0
-,29-mar-2019 10:43:47.693,-,-,-,-,-,-,-0.33015442,9.692078,1.8552704,0.017287055,0.017287055030465126,0.0,0.0,0.646936297416687,853.0
-,29-mar-2019 10:43:48.691,-,-,-,-,-,-,-0.4714203,9.625046,1.917511,0.016005954,0.016005953773856163,0.0,0.0,0.646936297416687,846.0
-,29-mar-2019 10:43:49.691,-,-,-,-,-,-,-0.37565613,9.716034,1.9510345,0.01719608,0.017196079716086388,0.0,0.0,0.646936297416687,853.0
-,29-mar-2019 10:43:50.692,-,-,-,-,-,-,-0.42832947,9.469421,2.2167969,0.011340916,0.011340916156768799,0.0,0.0,0.646936297416687,844.0
-,29-mar-2019 10:43:51.691,-,-,-,-,-,-,-0.24636841,9.526886,2.05159,0.012720525,0.01272052526473999,0.0,0.0,0.646936297416687,838.0
-,29-mar-2019 10:43:52.693,-,-,-,-,-,-,-0.32537842,9.54364,2.020462,0.016904103,0.016904102638363838,0.0,0.0,0.646936297416687,842.0
-,29-mar-2019 10:43:53.691,-,-,-,-,-,-,-0.3948059,9.5364685,2.027649,0.016626433,0.016626432538032532,0.0,0.0,0.646936297416687,849.0
-,29-mar-2019 10:43:54.692,-,-,-,-,-,-,-0.32058716,9.522095,1.9558258,0.017703334,0.017703333869576454,0.0,0.0,0.646936297416687,842.0
-,29-mar-2019 10:43:55.692,-,-,-,-,-,-,-0.33255005,9.517303,2.1114502,0.013329923,0.013329923152923584,0.0,0.0,0.646936297416687,849.0
-,29-mar-2019 10:43:56.691,-,-,-,-,-,-,-0.4235382,9.56041,2.0731354,0.017141342,0.017141342163085938,0.0,0.0,0.646936297416687,859.0
-,29-mar-2019 10:43:57.691,-,-,-,-,-,-,-0.32058716,9.581955,1.9773712,0.016875211,0.016875211149454117,0.0,0.0,0.646936297416687,850.0
-,29-mar-2019 10:43:58.692,-,-,-,-,-,-,-0.36128235,9.694473,2.0013123,0.017889878,0.017889877781271935,0.0,0.0,0.646936297416687,846.0
-,29-mar-2019 10:43:59.691,-,-,-,-,-,-,-0.4307251,9.558014,2.0348358,0.015185583,0.015185583382844925,0.0,0.0,0.646936297416687,851.0
-,29-mar-2019 10:44:00.691,-,-,-,-,-,-,-0.39720154,9.725601,1.857666,0.016048752,0.016048751771450043,0.0,0.0,0.646936297416687,845.0
-,29-mar-2019 10:44:01.692,-,-,-,-,-,-,-0.4235382,9.56041,2.0539856,0.016729891,0.016729891300201416,0.0,0.0,0.646936297416687,854.0
-,29-mar-2019 10:44:02.692,-,-,-,-,-,-,-0.3517151,9.550827,2.1210175,0.016026393,0.016026392579078674,0.0,0.0,0.646936297416687,855.0
-,29-mar-2019 10:44:03.692,-,-,-,-,-,-,-0.33255005,9.562805,2.0372314,0.015837945,0.01583794504404068,0.0,0.0,0.646936297416687,851.0
-,29-mar-2019 10:44:04.692,-,-,-,-,-,-,-0.44747925,9.493362,2.0875092,0.00940024,0.009400240145623684,0.0,0.0,0.646936297416687,870.0
-,29-mar-2019 10:44:05.692,-,-,-,-,-,-,-0.3852234,9.218033,1.8887787,0.02683451,0.026834510266780853,0.0,0.0,0.646936297416687,887.0
-,29-mar-2019 10:44:06.692,-,-,-,-,-,-,-0.89279175,10.168533,-0.3090973,0.041489985,0.04148998484015465,0.0,0.0,0.646936297416687,1895.0
-,29-mar-2019 10:44:07.691,-,-,-,-,-,-,-0.51690674,9.677719,1.0986938,0.02277888,0.02277887985110283,9.0,0.0,0.646936297416687,1459.0
-,29-mar-2019 10:44:08.692,-,-,-,-,-,-,-1.2662964,9.97699,0.9071655,0.010458793,0.010458792559802532,11.0,3.5367393493652344,0.64920574426651,1702.0
-,29-mar-2019 10:44:09.691,-,-,-,-,-,-,-0.1098938,9.184509,0.6701355,0.02208107,0.02208106964826584,12.0,2.639012098312378,0.6512150764465332,2163.0
-,29-mar-2019 10:44:10.693,-,-,-,-,-,-,0.3426056,9.749542,1.6469727,0.027522624,0.027522623538970947,17.0,6.150416374206543,0.6578546762466431,1242.0
-,29-mar-2019 10:44:11.691,-,-,-,-,-,-,0.2444458,10.254715,-0.16304016,0.038887195,0.03888719528913498,18.0,3.785403251647949,0.6611748337745667,1370.0
-,29-mar-2019 10:44:12.691,-,-,-,-,-,-,-0.04525757,10.340912,0.9167328,0.050501823,0.05050182342529297,23.0,3.511507987976074,0.6658328771591187,1719.0
-,29-mar-2019 10:44:13.691,-,-,-,-,-,-,0.65625,10.891586,-0.19656372,0.055528343,0.055528342723846436,34.0,3.69991135597229,0.6779055595397949,2386.0
-,29-mar-2019 10:44:14.692,-,-,-,-,-,-,-0.9550476,7.424774,6.375519,0.058561582,0.05856158211827278,34.0,3.817728281021118,0.6853289008140564,1944.0
-,29-mar-2019 10:44:15.693,-,-,-,-,-,-,3.1366425,10.218811,1.2375641,0.11591846,0.11591845750808716,36.0,10.551717758178711,0.6931455731391907,1651.0
-,29-mar-2019 10:44:16.691,-,-,-,-,-,-,-0.2751007,10.534851,0.4857788,0.1246092,0.12460920214653015,36.0,22.169151306152344,0.7075427770614624,1567.0
