GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (OBD)(km/h),Litres Per 100 Kilometer(Instant)(l/100km),GPS Altitude(m),Engine RPM(rpm),Trip Distance(km),Acceleration Sensor(Total)(g)
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:21.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.34117374,9.76954,3.8115692,0.08855146,35.0,4.740584373474121,295.46011982723604,0.0,0.7438336610794067,0.08855146169662476
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:22.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.19512744,9.911995,4.0581717,0.054256752,37.0,4.4843363761901855,295.46011982723604,0.0,0.7538336515426636,0.054256752133369446
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:23.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.24181437,12.249933,5.568913,0.052794527,38.0,4.36632776260376,295.46011982723604,0.0,0.7631773948669434,0.052794527262449265
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:24.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.05267244,9.259575,4.292804,0.022097161,39.0,4.25437068939209,295.46011982723604,0.0,0.7739787697792053,0.022097161039710045
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:25.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.37708676,7.1742253,3.8151605,-0.15181357,40.0,4.148011207580566,295.46011982723604,0.0,0.7849400043487549,-0.1518135666847229
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:26.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.15083471,8.704121,4.175488,0.01823587,39.0,4.148011207580566,295.46011982723604,0.0,0.7958244681358337,0.018235869705677032
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:27.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.80804306,7.9487495,5.329493,0.019566284,39.0,4.25437068939209,295.46011982723604,0.0,0.8077303171157837,0.019566284492611885
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:28.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.33039984,9.166202,4.345476,0.040217295,37.0,4.4843363761901855,295.46011982723604,0.0,0.817198634147644,0.04021729528903961
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:29.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.049081136,9.217676,4.404134,0.060374796,37.0,4.4843363761901855,295.46011982723604,0.0,0.8264589309692383,0.06037479639053345
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:30.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.21667525,8.907627,4.4580035,0.034622848,35.0,4.740584373474121,295.46011982723604,0.0,0.8374489545822144,0.03462284803390503
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:31.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.22146365,9.0476885,4.140772,0.01571027,34.0,4.740584373474121,295.46011982723604,0.0,0.8460547924041748,0.015710270032286644
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:32.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.11372458,7.890092,4.107253,0.0024693771,33.0,5.027892589569092,295.46011982723604,0.0,0.8571470379829407,0.002469377126544714
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:33.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.21188685,9.137471,5.139154,0.031580992,32.0,5.185014247894287,295.46011982723604,0.0,0.865362286567688,0.03158099204301834
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:34.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.48003745,9.743204,4.0904937,0.097280204,31.0,5.3522725105285645,295.46011982723604,0.0,0.874051034450531,0.09728020429611206
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:35.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.4285621,9.046491,5.6766524,0.04357347,31.0,5.3522725105285645,295.46011982723604,0.0,0.8826621174812317,0.043573468923568726
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:36.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.075417355,9.024943,3.9492357,0.023866465,31.0,5.3522725105285645,295.46011982723604,0.0,0.8904035091400146,0.02386646531522274
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:37.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.82240826,8.728063,4.5525746,0.022990875,32.0,5.185014247894287,295.46011982723604,0.0,0.8991447687149048,0.0229908749461174
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:38.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.023942016,8.918402,4.262876,0.026631534,30.0,5.3522725105285645,295.46011982723604,0.0,0.9155028462409973,0.026631534099578857
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:39.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.2896984,8.968679,4.0821137,0.023916781,30.0,5.530681610107422,295.46011982723604,0.0,0.9155028462409973,0.023916780948638916
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:40.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.35553896,9.0237465,4.1335893,0.017122244,28.0,5.7213945388793945,295.46011982723604,0.0,0.9316575527191162,0.017122244462370872
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:41.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.40701428,8.384495,5.0661306,0.02455482,27.0,5.925730228424072,295.46011982723604,0.0,0.9385172724723816,0.024554820731282234
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:42.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.14963761,8.537724,5.221754,0.03132976,22.0,6.145201683044434,295.46011982723604,0.0,0.9459965825080872,0.03132975846529007
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:43.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.094570965,8.352173,4.5286326,-0.012459636,19.0,7.541838645935059,295.46011982723604,0.0,0.9511329531669617,-0.012459635734558105
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:44.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.58298814,8.549694,4.06296,0.02606441,18.0,8.73265552520752,295.46011982723604,0.0,0.955747663974762,0.02606441080570221
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:45.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.1352724,9.0081835,4.1683054,0.012138179,17.0,9.217803001403809,295.46011982723604,0.0,0.9610900282859802,0.012138178572058678
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:46.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.31124622,8.938752,4.1264067,0.025697105,16.0,9.760025978088379,295.46011982723604,0.0,0.9652242064476013,0.02569710463285446
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:47.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.034715924,9.114726,3.345897,0.008755684,16.0,10.370028495788574,295.46011982723604,0.0,0.9652242064476013,0.008755683898925781
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:48.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.18914193,9.153033,3.2549171,0.009457886,19.0,9.760025978088379,295.46011982723604,0.0,0.9754413366317749,0.009457886219024658
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:49.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.33997664,9.011775,3.383007,0.0028789241,22.0,8.73265552520752,295.46011982723604,0.0,0.981699526309967,0.0028789241332560778
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:50.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.1604115,9.399636,3.276465,0.04188336,24.0,7.541838645935059,295.46011982723604,0.0,0.9874367713928223,0.04188336059451103
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:51.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.17836803,9.42238,3.478775,0.032422695,26.0,6.913352012634277,295.46011982723604,0.0,0.9936798214912415,0.03242269530892372
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:52.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.12808979,9.208099,3.705027,0.030861795,27.0,6.381555557250977,295.46011982723604,0.0,1.0017991065979004,0.03086179494857788
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:53.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.051475335,8.62152,4.0402155,0.006660812,28.0,6.145201683044434,295.46011982723604,0.0,1.0090866088867188,0.006660812068730593
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:54.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.7302315,8.123527,5.233725,-0.008924003,26.0,5.925730228424072,295.46011982723604,0.0,1.0158591270446777,-0.008924002759158611
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:55.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.24660277,8.374918,4.782418,-0.003817843,21.0,6.381555557250977,295.46011982723604,0.0,1.023039698600769,-0.0038178430404514074
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:56.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.14844051,8.610746,5.116409,0.040122926,18.0,7.900973796844482,295.46011982723604,0.0,1.0279254913330078,0.040122926235198975
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:57.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.021547815,8.420407,5.163096,0.025861442,13.0,9.217803001403809,295.46011982723604,0.0,1.0329673290252686,0.02586144208908081
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:58.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.045489833,8.661025,4.8267107,0.020061973,10.0,12.763111114501953,295.46011982723604,0.0,1.0358327627182007,0.020061973482370377
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:54:59.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.051475335,8.722076,4.6220064,0.009111003,6.0,16.592044830322266,295.46011982723604,0.0,1.0383660793304443,0.009111003018915653
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:00.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.110133275,8.75799,4.3754034,0.01517421,4.0,27.65340805053711,295.46011982723604,0.0,1.0396146774291992,0.01517421007156372
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:01.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.1340753,8.676587,4.5178585,0.016274214,2.0,41.4801139831543,295.46011982723604,0.0,1.0405339002609253,0.016274213790893555
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:02.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.088585466,9.13388,3.728969,0.019458858,1.0,82.9602279663086,295.46011982723604,0.0,1.0409084558486938,0.01945885829627514
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:03.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.088585466,8.971074,3.7924154,0.017086497,0.0,165.9204559326172,295.46011982723604,0.0,1.0409084558486938,0.017086496576666832
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:04.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.08259996,9.178172,3.514688,0.018189661,0.0,-,295.46011982723604,0.0,1.0409084558486938,0.01818966120481491
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:05.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.06464344,9.107543,3.526659,0.014588237,1.0,-,295.46011982723604,0.0,1.0409084558486938,0.014588236808776855
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:06.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.093373865,9.127894,3.405752,0.012171626,3.0,165.9204559326172,295.46011982723604,0.0,1.0415579080581665,0.012171626091003418
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:07.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.19273324,9.259575,3.2213984,0.031597793,4.0,55.30681610107422,295.46011982723604,0.0,1.042434811592102,0.031597793102264404
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:08.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.17597382,8.979453,3.6739025,0.0021918037,6.0,41.4801139831543,295.46011982723604,0.0,1.0438181161880493,0.002191803650930524
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:09.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.2825158,9.17099,3.596091,0.028541548,7.0,27.65340805053711,295.46011982723604,0.0,1.0457717180252075,0.028541548177599907
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:10.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.061052144,9.01417,3.2824504,-0.0030788183,8.0,23.70292091369629,295.46011982723604,0.0,1.047717571258545,-0.0030788183212280273
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:11.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.09696517,9.185355,3.539827,0.03315082,11.0,20.74005699157715,295.46011982723604,0.0,1.050652027130127,0.033150818198919296
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:12.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.29568392,9.910798,3.6703112,-0.015257065,13.0,15.083677291870117,295.46011982723604,0.0,1.0536553859710693,-0.015257065184414387
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:13.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.092176765,9.178172,3.3075895,0.020019684,14.0,12.763111114501953,295.46011982723604,0.0,1.0570266246795654,0.020019683986902237
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:14.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.21188685,9.193734,3.7792473,0.032501638,16.0,11.851460456848145,295.46011982723604,0.0,1.0616308450698853,0.03250163793563843
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:15.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.10055647,9.329007,3.4165258,0.031787813,18.0,10.370028495788574,295.46011982723604,0.0,1.0662869215011597,0.03178781270980835
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:16.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.08379706,9.283517,2.742558,0.04532548,21.0,9.217803001403809,295.46011982723604,0.0,1.072229027748108,0.04532548040151596
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:17.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.2645593,9.269152,3.0454245,2.7846207E-5,24.0,7.900973796844482,295.46011982723604,0.0,1.0778415203094482,2.7846206648973748E-5
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:18.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.18435353,9.858126,3.4931402,0.045861047,27.0,6.913352012634277,295.46011982723604,0.0,1.084230661392212,0.04586104676127434
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:19.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.02633622,9.91798,3.0921116,0.07800597,30.0,6.145201683044434,295.46011982723604,0.0,1.0929310321807861,0.07800596952438354
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:20.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.45010993,9.285912,3.3722332,0.022139475,34.0,10.001519203186035,295.46011982723604,1806.0,1.1009221076965332,0.022139474749565125
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:21.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-1.2785037,8.541314,4.325125,0.01500381,35.0,19.0685977935791,295.46011982723604,1858.0,1.1105149984359741,0.015003809705376625
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:22.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.45968673,8.494628,4.2796354,-0.066716224,34.0,10.974348068237305,295.46011982723604,1842.0,1.120107889175415,-0.06671622395515442
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:23.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.63087213,8.24563,3.2357635,-0.07577723,34.0,7.330769062042236,295.46011982723604,0.0,1.1285890340805054,-0.07577723264694214
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:24.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.24779987,8.963891,3.527856,0.01327607,34.0,7.330769062042236,295.46011982723604,0.0,1.1285890340805054,0.013276070356369019
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:25.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.32441434,8.119935,2.9951463,0.033485014,36.0,6.923503875732422,295.46011982723604,0.0,1.1427056789398193,0.033485013991594315
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:26.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.11492168,9.466674,4.5896845,0.025422687,37.0,6.736382484436035,295.46011982723604,0.0,1.1527938842773438,0.025422686710953712
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:27.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.12689269,8.9040365,4.4903255,0.035616934,37.0,6.736382484436035,295.46011982723604,0.0,1.1620644330978394,0.035616934299468994
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:28.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.16160862,9.001001,4.1479545,0.029407442,37.0,6.736382484436035,295.46011982723604,0.0,1.172629952430725,0.02940744161605835
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:29.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.48841715,11.987768,4.200627,0.082123384,35.0,6.736382484436035,295.46011982723604,0.0,1.1857099533081055,0.08212338387966156
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:30.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.38067806,9.24521,3.3770216,0.031607706,37.0,7.121318340301514,295.46011982723604,0.0,1.1946899890899658,0.03160770609974861
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:31.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.7290344,8.662222,3.582923,0.008858062,39.0,6.736382484436035,295.46011982723604,0.0,1.2066389322280884,0.008858062326908112
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:32.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.439336,8.625112,3.7541082,-0.021066606,39.0,6.390926837921143,295.46011982723604,0.0,1.2163997888565063,-0.021066606044769287
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:33.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.20709845,9.652225,3.9444473,0.044990234,39.0,6.390926837921143,295.46011982723604,0.0,1.2283055782318115,0.044990234076976776
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:34.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,1.1935096,9.028535,3.466804,0.02090039,39.0,6.390926837921143,295.46011982723604,0.0,1.238023042678833,0.020900389179587364
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:35.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.06344634,9.166202,3.1184478,0.010057926,41.0,6.390926837921143,295.46011982723604,265.0,1.2528674602508545,0.010057926177978516
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:36.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.8678981,9.232041,4.7740383,0.08215374,43.0,16.54391098022461,295.46011982723604,2320.0,1.2633907794952393,0.08215373754501343
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:37.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.9636662,8.871715,4.533421,0.03932506,44.0,12.230279922485352,295.46011982723604,1659.0,1.2740845680236816,0.039325058460235596
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:38.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.5554548,8.287529,3.9731777,0.050067563,44.0,11.030354499816895,295.46011982723604,1579.0,1.2871012687683105,0.050067562609910965
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:39.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.9528923,9.828198,4.483143,0.039478708,43.0,5.614849090576172,295.46011982723604,83.0,1.2976741790771484,0.03947870805859566
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:40.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.2885013,8.653842,4.1216183,0.035789557,42.0,5.745427131652832,295.46011982723604,0.0,1.3082401752471924,0.03578955680131912
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:41.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.4297592,8.598776,4.819528,0.024778306,41.0,5.882223129272461,295.46011982723604,0.0,1.3219351768493652,0.024778306484222412
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:42.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.02633622,8.582016,5.3163247,0.015070694,39.0,6.025691986083984,295.46011982723604,0.0,1.3319129943847656,0.01507069356739521
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:43.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.320823,8.589199,4.935647,0.019454585,35.0,6.3347015380859375,295.46011982723604,0.0,1.3423552513122559,0.019454585388302803
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:44.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,1.5251064,8.22528,5.6431336,0.0350986,32.0,7.0586676597595215,295.46011982723604,0.0,1.3516608476638794,0.0350986011326313
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:45.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.79008657,8.324639,5.093664,0.017092228,28.0,7.720417499542236,295.46011982723604,0.0,1.3591358661651611,0.017092227935791016
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:46.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.0047884034,7.9583263,5.9759274,0.033497393,23.0,8.823334693908691,295.46011982723604,0.0,1.3661059141159058,0.033497393131256104
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:47.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.16400282,7.881712,6.361394,0.03653428,17.0,14.532550811767578,295.46011982723604,0.0,1.3716614246368408,0.036534279584884644
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:48.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,0.0011971008,8.310274,5.3043537,0.020644575,11.0,14.532550811767578,295.46011982723604,0.0,1.3751497268676758,0.020644575357437134
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:49.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.053869538,8.549694,4.758476,0.020307653,4.0,61.76333999633789,295.46011982723604,0.0,1.37744140625,0.02030765265226364
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:50.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.1604115,8.890868,4.0545807,0.015235424,1.0,247.05335998535156,295.46011982723604,0.0,1.378067135810852,0.015235424041748047
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:51.364,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.23702596,9.479841,2.8095956,0.027684994,0.0,-,295.46011982723604,0.0,1.378067135810852,0.027684994041919708
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:52.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.25498247,9.545682,2.9053638,0.027279237,0.0,-,295.46011982723604,0.0,1.378067135810852,0.027279237285256386
Tue Mar 26 16:52:36 GMT+01:00 2019,26-Mar-2019 16:55:53.365,7.66407618339056,45.05606347240648,7.9353504,24.0,295.46011982723604,206.7014,-0.49919105,9.386468,2.9400797,0.02721433,8.0,72.27041625976562,295.46011982723604,1266.0,1.3795671463012695,0.027214329689741135
