GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (OBD)(km/h),Litres Per 100 Kilometer(Instant)(l/100km),GPS Altitude(m),Engine RPM(rpm),Trip Distance(km),Acceleration Sensor(Total)(g)
Tue Mar 26 16:59:05 GMT+01:00 2019,26-Mar-2019 17:00:35.365,7.646119055231377,45.0328986516047,10.713898,8.0,265.1792773207671,219.37521,-0.59136784,9.157822,3.4237084,0.044852413,42.0,16.253992080688477,265.1792773207671,2238.0,3.45377779006958,0.04485241323709488
Tue Mar 26 16:59:06 GMT+01:00 2019,26-Mar-2019 17:00:36.364,7.64603194284405,45.032822220536175,11.138244,8.0,264.452492357865,220.51451,-0.676362,9.193734,4.259285,-0.0013268157,44.0,15.758440971374512,264.452492357865,1889.0,3.4651012420654297,-0.001326815690845251
Tue Mar 26 16:59:07 GMT+01:00 2019,26-Mar-2019 17:00:37.364,7.645930890541824,45.03273817782413,11.589747,16.0,263.81837659854256,222.9997,-0.48003745,8.523358,4.0677485,0.0079684425,44.0,10.349263191223145,263.81837659854256,1591.0,3.4772257804870605,0.007968442514538765
Tue Mar 26 16:59:08 GMT+01:00 2019,26-Mar-2019 17:00:38.365,7.645826321649374,45.03265850816174,11.688722,12.0,263.2858809727998,220.68497,-0.5315128,9.024943,4.406528,0.044210494,44.0,9.817679405212402,263.2858809727998,1566.0,3.488201379776001,0.04421049356460571
Tue Mar 26 16:59:09 GMT+01:00 2019,26-Mar-2019 17:00:39.365,7.645730906957556,45.03257872077182,11.972252,6.0,262.8398017648273,219.54927,-0.4189853,8.905233,4.1180267,0.010088984,43.0,9.817679405212402,262.8398017648273,1558.0,3.5002846717834473,0.010088983923196793
Tue Mar 26 16:59:10 GMT+01:00 2019,26-Mar-2019 17:00:40.364,7.645634665133939,45.03249526103311,12.049149,6.0,262.46882762535455,220.55136,-0.60573304,8.78672,4.1695023,0.012360673,43.0,10.436958312988281,262.46882762535455,1553.0,3.5122292041778564,0.012360673397779465
Tue Mar 26 16:59:11 GMT+01:00 2019,26-Mar-2019 17:00:41.364,7.645534802791637,45.03241155818951,12.098684,12.0,262.13367032010177,220.69212,-0.18674773,8.836999,4.237737,0.050470512,43.0,9.927009582519531,262.13367032010177,1546.0,3.5229673385620117,0.050470512360334396
Tue Mar 26 16:59:12 GMT+01:00 2019,26-Mar-2019 17:00:42.365,7.645435609546904,45.032328629895005,11.962258,12.0,261.8057597405349,220.39679,-0.9864111,8.875306,3.9743748,0.015375316,43.0,9.782524108886719,261.8057597405349,1544.0,3.534923791885376,0.015375316143035889
Tue Mar 26 16:59:13 GMT+01:00 2019,26-Mar-2019 17:00:43.365,7.645335349026798,45.03224386927389,11.937853,12.0,261.46768830735846,220.50087,-0.62967503,9.701305,4.6124296,0.115881264,43.0,9.638038635253906,261.46768830735846,1538.0,3.5480029582977295,0.11588126420974731
Tue Mar 26 16:59:14 GMT+01:00 2019,26-Mar-2019 17:00:44.365,7.645235695178772,45.03216043912692,11.926404,12.0,261.16511918298966,220.41006,-0.20829555,8.499416,3.8654387,0.008406397,43.0,9.663536071777344,261.16511918298966,1527.0,3.560007095336914,0.008406396955251694
Tue Mar 26 16:59:15 GMT+01:00 2019,26-Mar-2019 17:00:45.364,7.645139148211116,45.03207953507086,11.844264,8.0,260.8961204908095,220.11545,-1.3670892,8.6813755,4.0940847,0.0035249048,43.0,9.527549743652344,260.8961204908095,1527.0,3.5719754695892334,0.003524904837831855
Tue Mar 26 16:59:16 GMT+01:00 2019,26-Mar-2019 17:00:46.364,7.645042272351848,45.03199745342608,11.845116,8.0,260.6316607273521,220.13274,-0.40940848,9.022549,4.1120415,0.034380786,43.0,9.12808895111084,260.6316607273521,1525.0,3.5827016830444336,0.03438078612089157
Tue Mar 26 16:59:17 GMT+01:00 2019,26-Mar-2019 17:00:47.365,7.6449509168639596,45.031919170272865,11.820152,8.0,260.3875853618836,220.30956,-0.45609543,8.785523,3.9576154,0.0023396611,42.0,9.306571960449219,260.3875853618836,1524.0,3.5945072174072266,0.002339661121368408
Tue Mar 26 16:59:18 GMT+01:00 2019,26-Mar-2019 17:00:48.364,7.644849627545748,45.03183406628218,11.811005,8.0,260.1603617240919,220.21397,-0.39384618,9.309854,4.012682,0.061257083,42.0,9.336723327636719,260.1603617240919,1522.0,3.6061739921569824,0.06125708296895027
Tue Mar 26 16:59:19 GMT+01:00 2019,26-Mar-2019 17:00:49.364,7.644748475201047,45.0317489071684,11.819343,8.0,259.89925093298126,220.77321,-0.51475334,9.126697,3.8845923,0.017014164,42.0,9.789201736450195,259.89925093298126,1513.0,3.6166505813598633,0.017014164477586746
Tue Mar 26 16:59:20 GMT+01:00 2019,26-Mar-2019 17:00:50.365,7.6446444011727985,45.03166238937809,11.929338,8.0,259.6276397389387,221.19429,-1.0414777,8.651448,3.954024,0.048829045,42.0,9.676082611083984,259.6276397389387,1514.0,3.628317356109619,0.04882904514670372
Tue Mar 26 16:59:21 GMT+01:00 2019,26-Mar-2019 17:00:51.365,7.644543188605215,45.03157966294103,12.122796,8.0,259.36571789755106,220.28398,-0.6811504,8.930372,4.0198646,0.019720495,42.0,9.171394348144531,259.36571789755106,1510.0,3.639995574951172,0.019720494747161865
Tue Mar 26 16:59:22 GMT+01:00 2019,26-Mar-2019 17:00:52.364,7.644457870975437,45.03150559593623,12.272279,8.0,258.8351731903273,219.17448,-0.7086837,8.714894,4.107253,0.0037387013,42.0,9.684783935546875,258.8351731903273,1516.0,3.6504604816436768,0.003738701343536377
Tue Mar 26 16:59:23 GMT+01:00 2019,26-Mar-2019 17:00:53.364,7.644361796210053,45.0314196130972,12.587371,8.0,258.3306830766153,216.96864,-0.49200845,8.722076,4.104859,0.03071582,42.0,7.265763759613037,258.3306830766153,1506.0,3.6622204780578613,0.03071581944823265
Tue Mar 26 16:59:24 GMT+01:00 2019,26-Mar-2019 17:00:54.365,7.644270675987385,45.03133264643488,12.75887,8.0,257.93707681404663,216.70123,-0.6943185,9.075222,4.462792,0.05199721,41.0,4.278597831726074,257.93707681404663,0.0,3.673748254776001,0.05199721083045006
Tue Mar 26 16:59:25 GMT+01:00 2019,26-Mar-2019 17:00:55.365,7.644183474058412,45.031249380990296,12.538926,8.0,257.6348550563393,216.69608,-0.2873042,8.789114,4.2317514,0.0039283973,40.0,4.385562896728516,257.6348550563393,0.0,3.6838958263397217,0.003928397316485643
Tue Mar 26 16:59:26 GMT+01:00 2019,26-Mar-2019 17:00:56.364,7.644096840801785,45.03116652454337,12.337905,8.0,257.3888118406296,216.43456,-0.60094464,8.937555,4.297592,0.03177339,39.0,4.498013019561768,257.3888118406296,0.0,3.6948351860046387,0.031773388385772705
Tue Mar 26 16:59:27 GMT+01:00 2019,26-Mar-2019 17:00:57.365,7.644009213452996,45.031081215513524,12.06329,8.0,257.14407094991003,216.44688,-0.17118542,8.737639,4.6232033,0.017331783,37.0,4.616381645202637,257.14407094991003,0.0,3.7149362564086914,0.01733178272843361
Tue Mar 26 16:59:28 GMT+01:00 2019,26-Mar-2019 17:00:58.365,7.643926552250761,45.031000769651094,11.612927,8.0,256.9011728549194,217.96846,-0.58418524,8.425196,4.9057193,0.028185528,34.0,4.741148948669434,256.9011728549194,0.0,3.7247676849365234,0.02818552777171135
Tue Mar 26 16:59:29 GMT+01:00 2019,26-Mar-2019 17:00:59.364,7.643844528054185,45.03092544332291,11.196215,8.0,256.6937646464928,216.713,-0.48362875,8.639477,4.9188876,0.04335968,31.0,5.159485340118408,256.6937646464928,0.0,3.73380446434021,0.043359678238630295
Tue Mar 26 16:59:30 GMT+01:00 2019,26-Mar-2019 17:01:00.365,7.6437644587194145,45.03084700127457,10.724293,8.0,256.43808371122384,216.0183,-0.78529817,8.664616,4.868609,0.03528279,29.0,5.658790588378906,256.43808371122384,0.0,3.741321086883545,0.035282790660858154
Tue Mar 26 16:59:31 GMT+01:00 2019,26-Mar-2019 17:01:01.365,7.643694869489062,45.03077767123141,10.299899,12.0,256.1743429075089,214.96524,-0.38067806,8.644265,4.7656584,0.02595669,26.0,6.0490522384643555,256.1743429075089,0.0,3.7489371299743652,0.025956690311431885
Tue Mar 26 16:59:32 GMT+01:00 2019,26-Mar-2019 17:01:02.364,7.6436220195334466,45.03070039446725,9.632085,8.0,255.80467342852288,216.80829,-0.1592144,8.693346,4.5154643,0.017604224,23.0,6.7470197677612305,255.80467342852288,0.0,3.756579875946045,0.017604224383831024
Tue Mar 26 16:59:33 GMT+01:00 2019,26-Mar-2019 17:01:03.364,7.643562141858434,45.03064123752897,8.810844,8.0,255.45663418236282,218.20486,-0.45130703,8.7532015,4.795586,0.036759052,21.0,7.627065658569336,255.45663418236282,0.0,3.7620737552642822,0.03675905242562294
Tue Mar 26 16:59:34 GMT+01:00 2019,26-Mar-2019 17:01:04.365,7.643506936248924,45.030589881906636,8.134196,8.0,255.16594285658041,215.25217,-0.5722142,8.487445,5.085284,0.018736687,18.0,8.353452682495117,255.16594285658041,0.0,3.76749587059021,0.018736686557531357
Tue Mar 26 16:59:35 GMT+01:00 2019,26-Mar-2019 17:01:05.365,7.643456975074357,45.030536706993296,7.51885,8.0,254.81229523999298,213.92845,-0.40821138,8.121132,5.506664,0.020073116,14.0,9.745695114135742,254.81229523999298,0.0,3.771940231323242,0.020073115825653076
Tue Mar 26 16:59:36 GMT+01:00 2019,26-Mar-2019 17:01:06.364,7.643417316523743,45.03049268041542,6.7626233,8.0,254.4862958398673,212.56471,-0.5626374,8.859743,4.248511,0.017663257,9.0,12.530179023742676,254.4862958398673,0.0,3.774773597717285,0.0176632571965456
Tue Mar 26 16:59:37 GMT+01:00 2019,26-Mar-2019 17:01:07.364,7.6433857565787795,45.03045622992586,5.780779,8.0,254.20645099277863,207.94334,-0.63087213,9.287108,3.277662,0.019585852,8.0,19.491390228271484,254.20645099277863,0.0,3.777101755142212,0.019585851579904556
Tue Mar 26 16:59:38 GMT+01:00 2019,26-Mar-2019 17:01:08.365,7.643369688009415,45.03042971085178,4.653819,8.0,254.23787600562738,211.79665,-0.6512229,9.26197,3.0454245,0.024248607,10.0,21.927814483642578,254.23787600562738,0.0,3.779601812362671,0.024248607456684113
Tue Mar 26 16:59:39 GMT+01:00 2019,26-Mar-2019 17:01:09.365,7.643352442519603,45.03040840161441,3.9550712,8.0,254.26812278861084,210.89815,-0.22385786,9.391256,3.3267434,0.03486055,13.0,17.542251586914062,254.26812278861084,0.0,3.7824959754943848,0.03486055135726929
Tue Mar 26 16:59:40 GMT+01:00 2019,26-Mar-2019 17:01:10.364,7.643332839800529,45.03038357903377,3.5869336,8.0,254.29574939260252,212.37862,0.088585466,9.009381,2.6803088,-0.022789478,16.0,13.494039535522461,254.29574939260252,0.0,3.7865116596221924,-0.022789478302001953
Tue Mar 26 16:59:41 GMT+01:00 2019,26-Mar-2019 17:01:11.364,7.643305271718022,45.030351236142465,3.6982486,8.0,254.32121494666882,213.28166,0.01316811,8.804677,3.3387144,0.03560897,18.0,10.963907241821289,254.32121494666882,0.0,3.791214942932129,0.03560896962881088
Tue Mar 26 16:59:42 GMT+01:00 2019,26-Mar-2019 17:01:12.365,7.64326788318775,45.03031133961725,4.3551555,8.0,254.58431469743775,216.86009,-0.48841715,9.419987,3.6152446,0.023663135,20.0,9.745695114135742,254.58431469743775,0.0,3.795954465866089,0.02366313524544239
Tue Mar 26 16:59:43 GMT+01:00 2019,26-Mar-2019 17:01:13.364,7.643219820272909,45.03026603636942,5.086779,8.0,254.84608539620427,214.81474,-1.0582372,10.111911,3.843891,-0.02488327,21.0,8.771125793457031,254.84608539620427,0.0,3.801654577255249,-0.024883270263671875
Tue Mar 26 16:59:44 GMT+01:00 2019,26-Mar-2019 17:01:14.364,7.6431760537927795,45.03022069361856,5.3868656,8.0,255.08917802442375,213.34175,-0.34356794,9.358934,3.3063924,0.031412065,23.0,8.353452682495117,255.08917802442375,0.0,3.8077657222747803,0.03141206502914429
Tue Mar 26 16:59:45 GMT+01:00 2019,26-Mar-2019 17:01:15.365,7.643131588501291,45.03017241130727,5.6485057,8.0,255.32308562761403,214.14757,-0.35194764,9.587581,4.1132383,0.064625405,25.0,7.627065658569336,255.32308562761403,0.0,3.8137457370758057,0.06462540477514267
Tue Mar 26 16:59:46 GMT+01:00 2019,26-Mar-2019 17:01:16.364,7.643077207287477,45.03011605555972,6.40932,8.0,255.51866365578357,217.38765,0.05746084,8.874108,3.071761,0.027870853,27.0,7.016900539398193,255.51866365578357,0.0,3.8209102153778076,0.02787085250020027
Tue Mar 26 16:59:47 GMT+01:00 2019,26-Mar-2019 17:01:17.364,7.643009058574716,45.030052813857594,7.12728,8.0,255.66485573005124,217.22589,-0.16998832,8.890868,3.3363202,0.008859853,28.0,6.497129917144775,255.66485573005124,0.0,3.8285186290740967,0.008859853260219097
