GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (OBD)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Kilometers Per Litre(Instant)(kpl),GPS Satellites,Trip Distance(km)
Wed Mar 27 21:48:12 GMT+01:00 2019,27-mar-2019 21:48:10.491,7.418233333333334,45.09911999999999,16.501995,7.6,327.4,352.74,0.603,0.105,10.18,0.05859059,59.0,0.058590590953826904,2284.0,4.5732421875,16.0,3.110429048538208
Wed Mar 27 21:48:13 GMT+01:00 2019,27-mar-2019 21:48:11.491,7.418191666666667,45.099276666666675,16.495302,7.6,327.6,352.4,1.197,0.392,9.337,-0.020595014,59.0,-0.020595014095306396,2277.0,4.583630084991455,16.0,3.1268997192382812
Wed Mar 27 21:48:14 GMT+01:00 2019,27-mar-2019 21:48:12.493,7.418150000000001,45.09943333333334,16.589497,7.6,327.7,353.15,1.551,0.086,7.067,-0.243415,59.0,-0.2434149980545044,2269.0,4.893465995788574,16.0,3.142747640609741
Wed Mar 27 21:48:15 GMT+01:00 2019,27-mar-2019 21:48:13.492,7.418125,45.099585,16.50045,7.6,328.2,353.43,1.063,-1.12,10.151,0.065663874,58.0,0.06566387414932251,2245.25,5.6516828536987305,16.0,3.157909393310547
Wed Mar 27 21:48:16 GMT+01:00 2019,27-mar-2019 21:48:14.492,7.418096666666666,45.099734999999995,16.271914,7.6,329.0,352.99,1.072,-0.383,8.619,-0.09477675,57.0,-0.09477674961090088,2195.75,6.111405372619629,16.0,3.1745803356170654
Wed Mar 27 21:48:17 GMT+01:00 2019,27-mar-2019 21:48:15.492,7.418058333333333,45.09987666666666,15.931168,7.6,329.5,352.78,0.861,1.072,8.715,-0.081632435,56.0,-0.08163243532180786,2167.75,6.334306240081787,16.0,3.190272331237793
Wed Mar 27 21:48:18 GMT+01:00 2019,27-mar-2019 21:48:16.492,7.418030000000001,45.10002666666666,15.22188,7.6,329.2,352.4,1.235,0.153,9.979,0.044106543,55.0,0.04410654306411743,2136.0,6.486666679382324,16.0,3.20580792427063
Wed Mar 27 21:48:19 GMT+01:00 2019,27-mar-2019 21:48:17.492,7.418003333333333,45.10017,15.52711,7.6,329.6,353.85,0.919,0.038,8.111,-0.14889145,54.0,-0.14889144897460938,2070.75,6.619824409484863,16.0,3.219913959503174
Wed Mar 27 21:48:20 GMT+01:00 2019,27-mar-2019 21:48:18.491,7.41798,45.10031000000001,15.00827,7.5,330.4,356.21,1.58,0.258,9.749,0.026091993,52.0,0.02609199285507202,2025.0,3.1213579177856445,16.0,3.235541582107544
Wed Mar 27 21:48:21 GMT+01:00 2019,27-mar-2019 21:48:19.492,7.417931666666667,45.10044500000001,14.48943,7.5,331.7,358.88,2.068,0.277,10.094,0.06970173,50.0,0.06970173120498657,1949.5,3.018082857131958,16.0,3.24949049949646
Wed Mar 27 21:48:22 GMT+01:00 2019,27-mar-2019 21:48:20.492,7.417925,45.10057833333334,13.922207,7.5,333.0,2.89,0.641,-0.363,8.552,-0.10600841,49.0,-0.10600841045379639,1905.0,5.180583953857422,16.0,3.2629995346069336
Wed Mar 27 21:48:23 GMT+01:00 2019,27-mar-2019 21:48:21.492,7.417946666666667,45.100706666666674,13.902132,7.5,333.9,6.12,0.632,-0.22,9.845,0.024883568,49.0,0.024883568286895752,1884.0,6.601354598999023,16.0,3.276242971420288
Wed Mar 27 21:48:24 GMT+01:00 2019,27-mar-2019 21:48:22.491,7.417981666666666,45.10082666666667,13.713744,7.5,334.9,8.79,0.737,0.076,9.682,0.00883764,49.0,0.008837640285491943,1909.0,4.3445725440979,16.0,3.2900476455688477
Wed Mar 27 21:48:25 GMT+01:00 2019,27-mar-2019 21:48:23.491,7.418021666666667,45.10094833333333,13.840365,7.5,335.8,8.09,-0.22,-0.411,7.862,-0.17816532,50.0,-0.17816531658172607,1952.5,4.082653522491455,16.0,3.303684949874878
Wed Mar 27 21:48:26 GMT+01:00 2019,27-mar-2019 21:48:24.492,7.418031666666667,45.101076666666664,13.606682,7.5,337.0,8.36,0.076,-0.392,9.874,0.026346505,51.0,0.02634650468826294,1991.25,4.154387950897217,16.0,3.3170437812805176
Wed Mar 27 21:48:27 GMT+01:00 2019,27-mar-2019 21:48:25.492,7.41808,45.10120666666667,13.671022,7.5,338.1,7.92,0.114,0.344,10.266,0.06613499,52.0,0.0661349892616272,2033.0,4.034082412719727,16.0,3.330660104751587
Wed Mar 27 21:48:28 GMT+01:00 2019,27-mar-2019 21:48:26.492,7.418120000000001,45.101338333333324,15.387621,7.5,338.7,7.57,0.383,0.344,9.088,-0.053113222,53.0,-0.05311322212219238,2063.75,3.9840188026428223,16.0,3.346201181411743
Wed Mar 27 21:48:29 GMT+01:00 2019,27-mar-2019 21:48:27.492,7.418145,45.10146666666666,15.348502,7.5,338.9,8.63,0.478,0.842,10.19,0.06241423,54.0,0.06241422891616821,2107.25,3.9390692710876465,16.0,3.36039662361145
Wed Mar 27 21:48:30 GMT+01:00 2019,27-mar-2019 21:48:28.493,7.418163333333333,45.101616666666665,15.312986,7.5,338.0,10.57,1.082,0.411,10.065,0.05175537,55.0,0.05175536870956421,2139.0,4.350698947906494,16.0,3.375771999359131
Wed Mar 27 21:48:31 GMT+01:00 2019,27-mar-2019 21:48:29.491,7.418158333333334,45.101756666666674,15.843665,7.5,337.2,9.62,0.536,0.0,10.027,0.04257959,56.0,0.042579591274261475,2162.0,4.3370184898376465,16.0,3.391425371170044
Wed Mar 27 21:48:32 GMT+01:00 2019,27-mar-2019 21:48:30.492,7.418205,45.10189333333333,16.019184,7.5,337.9,11.14,0.593,-0.239,9.299,-0.0308519,56.0,-0.030851900577545166,2184.75,4.235126495361328,15.0,3.406156539916992
Wed Mar 27 21:48:33 GMT+01:00 2019,27-mar-2019 21:48:31.492,7.418243333333334,45.102034999999994,15.96205,7.5,338.7,9.24,0.363,-0.718,9.644,0.005493462,57.0,0.005493462085723877,2210.5,4.1891770362854,15.0,3.422039270401001
Wed Mar 27 21:48:34 GMT+01:00 2019,27-mar-2019 21:48:32.491,7.4182933333333345,45.10216833333334,16.072716,7.6,339.5,4.26,0.402,-0.44,10.123,0.05269307,58.0,0.052693068981170654,2229.5,4.293811321258545,15.0,3.437424898147583
Wed Mar 27 21:48:35 GMT+01:00 2019,27-mar-2019 21:48:33.492,7.4182933333333345,45.10234333333333,16.62141,7.5,340.3,359.93,0.641,-0.459,9.155,-0.044314682,58.0,-0.044314682483673096,2234.25,4.7161736488342285,15.0,3.453519582748413
Wed Mar 27 21:48:36 GMT+01:00 2019,27-mar-2019 21:48:34.492,7.418245,45.10254,16.48192,7.5,341.9,355.46,0.536,-0.871,9.194,-0.038012624,57.0,-0.03801262378692627,2226.5,5.4994025230407715,15.0,3.4691059589385986
Wed Mar 27 21:48:37 GMT+01:00 2019,27-mar-2019 21:48:35.491,7.418201666666666,45.102695,16.479862,7.5,343.3,350.16,0.823,-0.287,9.605,-0.02289319,57.0,-0.022893190383911133,2218.5,5.700404167175293,15.0,3.484574794769287
Wed Mar 27 21:48:38 GMT+01:00 2019,27-mar-2019 21:48:36.492,7.418166666666667,45.10285166666666,16.555012,7.5,344.7,347.82,1.072,0.277,9.347,-0.021535277,57.0,-0.021535277366638184,2193.75,6.186555862426758,15.0,3.5013585090637207
Wed Mar 27 21:48:39 GMT+01:00 2019,27-mar-2019 21:48:37.492,7.418120000000001,45.10295666666666,16.581263,7.5,344.9,347.76,0.948,-0.181,10.994,0.14400321,56.0,0.14400321245193481,2154.0,3.4792659282684326,15.0,3.5165560245513916
Wed Mar 27 21:48:40 GMT+01:00 2019,27-mar-2019 21:48:38.492,7.418098333333334,45.10307833333333,15.591451,7.5,343.9,348.36,1.647,0.057,9.701,0.022056282,54.0,0.022056281566619873,2074.5,2.9934051036834717,15.0,3.5313456058502197
Wed Mar 27 21:48:41 GMT+01:00 2019,27-mar-2019 21:48:39.492,7.418055,45.103206666666665,14.568698,7.5,343.2,350.13,2.106,0.344,9.883,0.049657404,50.0,0.04965740442276001,1798.75,3.025057315826416,15.0,3.545945405960083
Wed Mar 27 21:48:42 GMT+01:00 2019,27-mar-2019 21:48:40.496,7.418028333333333,45.10332333333334,13.912942,7.5,342.5,353.12,1.934,1.561,9.308,0.0010695457,48.0,0.0010695457458496094,812.5,8.349479675292969,14.0,3.5586955547332764
Wed Mar 27 21:48:43 GMT+01:00 2019,27-mar-2019 21:48:41.493,7.4180150000000005,45.103433333333335,12.317818,7.5,341.8,358.66,3.179,0.019,10.716,0.15841013,43.0,0.15841013193130493,1452.5,4.753791809082031,14.0,3.5715785026550293
Wed Mar 27 21:48:44 GMT+01:00 2019,27-mar-2019 21:48:42.491,7.418026666666666,45.10353166666667,10.958436,7.5,341.6,4.63,2.068,0.047,9.356,-0.0042477846,37.0,-0.004247784614562988,2257.25,1.918135404586792,14.0,3.5828287601470947
Wed Mar 27 21:48:45 GMT+01:00 2019,27-mar-2019 21:48:43.492,7.418046666666667,45.10361833333333,10.011347,7.5,340.8,10.07,2.212,1.254,9.835,0.05451268,33.0,0.05451267957687378,2038.0,1.7990517616271973,15.0,3.59200119972229
Wed Mar 27 21:48:46 GMT+01:00 2019,27-mar-2019 21:48:44.492,7.418071666666666,45.103703333333335,8.853737,7.5,340.9,15.55,1.934,1.733,9.002,-0.02594608,30.0,-0.025946080684661865,1862.25,1.853371500968933,14.0,3.600632429122925
Wed Mar 27 21:48:47 GMT+01:00 2019,27-mar-2019 21:48:45.492,7.418120000000001,45.10376666666666,8.374531,7.5,340.8,23.62,2.02,1.407,10.142,0.08286184,27.0,0.08286184072494507,1706.5,1.946974277496338,14.0,3.609088182449341
Wed Mar 27 21:48:48 GMT+01:00 2019,27-mar-2019 21:48:46.492,7.418176666666667,45.10382,7.5391364,7.5,341.3,33.35,1.685,1.972,8.81,-0.044822156,26.0,-0.04482215642929077,1603.25,3.6463887691497803,14.0,3.6163172721862793
Wed Mar 27 21:48:49 GMT+01:00 2019,27-mar-2019 21:48:47.492,7.418239999999999,45.10386833333334,7.771276,7.5,342.1,37.84,0.526,0.201,9.538,-0.007033944,25.0,-0.007033944129943848,1567.5,4.572516918182373,14.0,3.623316764831543
Wed Mar 27 21:48:50 GMT+01:00 2019,27-mar-2019 21:48:48.492,7.418311666666667,45.10391166666667,7.1016226,7.5,342.4,44.92,0.0,-1.848,8.925,-0.051916003,25.0,-0.05191600322723389,1562.5,5.044605731964111,13.0,3.6298375129699707
Wed Mar 27 21:48:51 GMT+01:00 2019,27-mar-2019 21:48:49.492,7.418374999999999,45.10395833333334,6.927646,7.4,342.5,35.09,0.612,-2.528,9.653,0.03809136,24.0,0.03809136152267456,1500.0,4.9640679359436035,13.0,3.6370646953582764
Wed Mar 27 21:48:52 GMT+01:00 2019,27-mar-2019 21:48:50.492,7.418421666666668,45.10401,6.4144683,7.4,342.5,24.72,0.612,-3.284,10.056,0.09915644,24.0,0.0991564393043518,1489.25,5.070939064025879,13.0,3.64304518699646
Wed Mar 27 21:48:53 GMT+01:00 2019,27-mar-2019 21:48:51.492,7.418413333333333,45.10406666666666,6.2564487,7.4,342.3,348.68,-0.306,-3.735,9.826,0.091005504,24.0,0.09100550413131714,1539.75,3.1196513175964355,14.0,3.6497650146484375
Wed Mar 27 21:48:54 GMT+01:00 2019,27-mar-2019 21:48:52.492,7.41838,45.104121666666664,6.7160954,7.4,342.6,332.19,-0.794,-4.271,11.013,0.22581297,26.0,0.22581297159194946,1656.0,2.7122015953063965,14.0,3.656534433364868
Wed Mar 27 21:48:55 GMT+01:00 2019,27-mar-2019 21:48:53.491,7.418303333333333,45.10414833333333,7.0944166,7.4,343.0,296.19,-0.249,-1.503,8.782,-0.07242042,29.0,-0.07242041826248169,1789.75,2.525449752807617,14.0,3.664311647415161
Wed Mar 27 21:48:56 GMT+01:00 2019,27-mar-2019 21:48:54.492,7.418209999999999,45.10417333333333,7.72701,7.4,343.2,290.39,0.9,1.158,9.969,0.046146214,32.0,0.0461462140083313,1986.25,2.0601933002471924,14.0,3.6729736328125
Wed Mar 27 21:48:57 GMT+01:00 2019,27-mar-2019 21:48:55.492,7.418090000000001,45.10418666666666,8.960284,7.4,343.4,280.6,0.986,1.139,11.272,0.17824823,32.0,0.17824822664260864,1288.75,3.1804652214050293,14.0,3.6819069385528564
Wed Mar 27 21:48:58 GMT+01:00 2019,27-mar-2019 21:48:56.493,7.417973333333333,45.10420166666666,9.612952,7.4,343.8,285.26,0.191,1.446,10.898,0.13981253,36.0,0.13981252908706665,1395.0,2.2479002475738525,14.0,3.690748691558838
Wed Mar 27 21:48:59 GMT+01:00 2019,27-mar-2019 21:48:57.493,7.417856666666667,45.10423000000001,9.844063,7.4,344.2,289.04,0.114,2.03,9.854,0.044644296,40.0,0.044644296169281006,1597.25,2.1502506732940674,14.0,3.7012548446655273
Wed Mar 27 21:49:00 GMT+01:00 2019,27-mar-2019 21:48:58.492,7.417741666666666,45.104266666666675,9.758104,7.4,344.8,295.81,-0.162,0.517,10.64,0.105012715,45.0,0.10501271486282349,1770.0,2.32318377494812,14.0,3.713446617126465
Wed Mar 27 21:49:01 GMT+01:00 2019,27-mar-2019 21:48:59.491,7.4176166666666665,45.10432000000001,10.73762,7.4,345.3,300.94,-0.574,0.057,9.366,-0.024451017,50.0,-0.024451017379760742,1944.5,2.3934519290924072,14.0,3.7251949310302734
Wed Mar 27 21:49:02 GMT+01:00 2019,27-mar-2019 21:49:00.491,7.417478333333334,45.10437833333334,12.135091,7.5,346.5,303.24,-0.057,0.344,9.692,0.007610619,54.0,0.007610619068145752,2088.5,2.2812180519104004,14.0,3.740431308746338
Wed Mar 27 21:49:03 GMT+01:00 2019,27-mar-2019 21:49:01.492,7.417313333333334,45.104456666666664,14.566124,7.5,346.7,305.3,0.689,0.469,9.548,-0.004006207,56.0,-0.00400620698928833,1912.75,2.700032949447632,14.0,3.754885196685791
Wed Mar 27 21:49:04 GMT+01:00 2019,27-mar-2019 21:49:02.492,7.417129999999999,45.10455166666667,15.930653,7.5,346.3,306.36,0.296,0.641,9.51,-0.00891304,56.0,-0.008913040161132812,1534.75,3.2726798057556152,14.0,3.771000385284424
Wed Mar 27 21:49:05 GMT+01:00 2019,27-mar-2019 21:49:03.494,7.4169350000000005,45.104645,15.960506,7.5,345.3,306.04,-0.038,0.67,9.625,0.0025235415,58.0,0.0025235414505004883,1607.25,3.5266501903533936,14.0,3.7868845462799072
Wed Mar 27 21:49:06 GMT+01:00 2019,27-mar-2019 21:49:04.492,7.4167700000000005,45.104728333333334,16.378975,7.5,344.3,305.83,0.555,0.469,9.5,-0.0097718835,60.0,-0.009771883487701416,1648.0,4.931560516357422,14.0,3.8034870624542236
Wed Mar 27 21:49:07 GMT+01:00 2019,27-mar-2019 21:49:05.492,7.4166,45.10481333333334,17.330183,7.5,344.0,306.21,0.756,-0.201,9.538,-0.005462289,61.0,-0.005462288856506348,1655.0,5.944011211395264,15.0,3.819913148880005
Wed Mar 27 21:49:08 GMT+01:00 2019,27-mar-2019 21:49:06.492,7.416356666666667,45.104906666666665,17.078999,7.5,345.6,306.6,0.928,0.191,10.008,0.043744862,60.0,0.04374486207962036,1655.0,6.603847026824951,15.0,3.8364627361297607
Wed Mar 27 21:49:09 GMT+01:00 2019,27-mar-2019 21:49:07.492,7.416165000000001,45.104994999999995,16.91789,7.5,346.4,304.56,1.254,-1.005,9.778,0.029109895,60.0,0.0291098952293396,1635.0,6.468544006347656,15.0,3.8493127822875977
Wed Mar 27 21:49:10 GMT+01:00 2019,27-mar-2019 21:49:08.492,7.415989999999999,45.105090000000004,17.139736,7.5,348.3,305.52,0.842,0.536,8.485,-0.110102475,59.0,-0.11010247468948364,1629.0,6.388422966003418,15.0,3.868885040283203
Wed Mar 27 21:49:11 GMT+01:00 2019,27-mar-2019 21:49:09.492,7.415821666666667,45.10518666666667,17.590631,7.5,349.5,307.41,0.009,0.296,10.333,0.07274538,59.0,0.07274538278579712,1623.25,6.575782299041748,15.0,3.885634183883667
Wed Mar 27 21:49:12 GMT+01:00 2019,27-mar-2019 21:49:10.492,7.4156466666666665,45.105285,16.88083,7.6,349.2,305.83,0.574,0.181,10.573,0.098522484,59.0,0.09852248430252075,1622.25,6.522644519805908,15.0,3.902219533920288
Wed Mar 27 21:49:13 GMT+01:00 2019,27-mar-2019 21:49:11.492,7.415476666666666,45.10537666666667,16.770164,7.6,349.3,305.96,0.095,-0.306,5.238,-0.44605708,58.0,-0.4460570812225342,1599.25,6.469598770141602,15.0,3.9186418056488037
Wed Mar 27 21:49:14 GMT+01:00 2019,27-mar-2019 21:49:12.492,7.415308333333333,45.105465,16.518465,7.6,349.2,306.15,-0.181,0.277,9.5,-0.012013197,60.0,-0.01201319694519043,1637.0,6.07368278503418,14.0,3.9342291355133057
Wed Mar 27 21:49:15 GMT+01:00 2019,27-mar-2019 21:49:13.493,7.415136666666666,45.105555,17.016716,7.6,347.8,305.73,0.507,-0.996,9.979,0.0425871,61.0,0.042587101459503174,1674.75,5.9845051765441895,14.0,3.9507510662078857
Wed Mar 27 21:49:16 GMT+01:00 2019,27-mar-2019 21:49:14.492,7.414953333333333,45.10564666666667,16.73259,7.6,347.1,305.71,0.459,0.842,10.132,0.05643946,62.0,0.05643945932388306,1711.5,6.36562967300415,15.0,3.9673988819122314
Wed Mar 27 21:49:17 GMT+01:00 2019,27-mar-2019 21:49:15.494,7.414763333333334,45.10573333333333,18.064177,7.6,346.6,304.96,0.478,-0.287,9.835,0.023158014,63.0,0.023158013820648193,1737.25,7.230714321136475,15.0,3.9852781295776367
Wed Mar 27 21:49:18 GMT+01:00 2019,27-mar-2019 21:49:16.492,7.414568333333333,45.10582333333333,18.043587,7.6,346.7,305.5,1.082,0.632,8.81,-0.073898494,64.0,-0.07389849424362183,1743.25,7.593947410583496,15.0,4.0019426345825195
Wed Mar 27 21:49:19 GMT+01:00 2019,27-mar-2019 21:49:17.493,7.414368333333334,45.10591333333333,18.000866,7.6,347.3,305.57,0.488,0.545,10.515,0.09345633,64.0,0.09345632791519165,1747.25,7.796813488006592,15.0,4.019614219665527
Wed Mar 27 21:49:20 GMT+01:00 2019,27-mar-2019 21:49:18.497,7.414153333333333,45.106001666666664,18.227858,7.6,348.2,305.76,0.833,0.478,8.801,-0.078528464,63.0,-0.07852846384048462,1734.25,8.363911628723145,15.0,4.03775691986084
Wed Mar 27 21:49:21 GMT+01:00 2019,27-mar-2019 21:49:19.492,7.413965,45.10608333333333,18.328743,7.6,348.7,308.72,1.225,0.325,9.318,-0.022407234,63.0,-0.022407233715057373,1711.5,9.053583145141602,14.0,4.0543999671936035
Wed Mar 27 21:49:22 GMT+01:00 2019,27-mar-2019 21:49:20.492,7.413803333333334,45.106181666666664,17.18606,7.6,349.1,305.6,1.216,0.258,10.927,0.14004773,60.0,0.14004772901535034,1659.75,4.651834964752197,14.0,4.072442531585693
Wed Mar 27 21:49:23 GMT+01:00 2019,27-mar-2019 21:49:21.492,7.413628333333333,45.10624333333333,17.655487,7.6,351.0,308.72,1.589,0.373,10.008,0.052661836,57.0,0.05266183614730835,1094.25,6.810614109039307,13.0,4.088007926940918
Wed Mar 27 21:49:24 GMT+01:00 2019,27-mar-2019 21:49:22.491,7.413455000000001,45.10632333333333,15.160628,7.6,352.0,308.06,2.365,-1.053,8.447,-0.08040798,53.0,-0.08040797710418701,968.25,12.654300689697266,14.0,4.102756977081299
Wed Mar 27 21:49:25 GMT+01:00 2019,27-mar-2019 21:49:23.492,7.413311666666668,45.10639666666666,14.705614,7.6,353.0,307.86,1.292,-0.028,9.194,-0.03458017,49.0,-0.03458017110824585,1899.0,3.475207567214966,13.0,4.1170334815979
Wed Mar 27 21:49:26 GMT+01:00 2019,27-mar-2019 21:49:24.492,7.413176666666668,45.10647666666667,13.443515,7.6,352.9,309.01,1.455,0.383,10.391,0.08927125,45.0,0.08927124738693237,1762.0,3.08516001701355,13.0,4.130221843719482
Wed Mar 27 21:49:27 GMT+01:00 2019,27-mar-2019 21:49:25.492,7.413053333333333,45.10655166666667,12.473264,7.6,353.2,309.68,1.273,0.833,9.155,-0.034971416,43.0,-0.034971415996551514,1652.0,3.173896551132202,13.0,4.142033576965332
Wed Mar 27 21:49:28 GMT+01:00 2019,27-mar-2019 21:49:26.492,7.412953333333333,45.10661666666667,11.7578,7.6,353.4,313.28,1.551,2.748,8.619,-0.04537642,41.0,-0.04537642002105713,1595.25,3.876432418823242,13.0,4.153149604797363
Wed Mar 27 21:49:29 GMT+01:00 2019,27-mar-2019 21:49:27.497,7.41285,45.10668166666666,11.396979,7.6,353.2,320.79,1.407,2.93,9.232,0.016702354,42.0,0.016702353954315186,1649.0,3.2226626873016357,13.0,4.164523124694824
Wed Mar 27 21:49:30 GMT+01:00 2019,27-mar-2019 21:49:28.492,7.412773333333333,45.10678166666666,12.228256,7.5,351.5,333.25,0.507,3.179,8.667,-0.03853947,44.0,-0.03853946924209595,1726.25,3.131960153579712,13.0,4.176823616027832
Wed Mar 27 21:49:31 GMT+01:00 2019,27-mar-2019 21:49:29.492,7.412723333333334,45.10687500000001,12.89688,7.6,351.4,346.09,1.455,2.451,9.232,0.003913343,46.0,0.0039133429527282715,1798.75,3.319222927093506,14.0,4.188741683959961
Wed Mar 27 21:49:32 GMT+01:00 2019,27-mar-2019 21:49:30.493,7.412708333333334,45.106985,13.673081,7.6,351.0,354.87,1.254,2.537,9.692,0.04822725,49.0,0.04822725057601929,1902.0,3.8339579105377197,14.0,4.202079772949219
Wed Mar 27 21:49:33 GMT+01:00 2019,27-mar-2019 21:49:31.493,7.4127149999999995,45.10713666666667,14.115228,7.5,349.3,2.1,1.446,1.762,10.094,0.0738582,50.0,0.07385820150375366,1950.5,4.420345783233643,14.0,4.215943336486816
Wed Mar 27 21:49:34 GMT+01:00 2019,27-mar-2019 21:49:32.492,7.412744999999999,45.107265000000005,14.44465,7.6,349.1,8.27,0.565,1.436,10.113,0.061819375,52.0,0.061819374561309814,2003.25,4.028461456298828,14.0,4.230347633361816
Wed Mar 27 21:49:35 GMT+01:00 2019,27-mar-2019 21:49:33.492,7.412786666666666,45.107396666666666,15.095774,7.6,349.5,12.14,0.526,0.603,9.778,0.01906997,52.0,0.019069969654083252,2032.0,4.094448566436768,14.0,4.2441558837890625
Wed Mar 27 21:49:36 GMT+01:00 2019,27-mar-2019 21:49:34.493,7.41285,45.10752166666666,15.059228,7.6,349.2,13.68,-0.105,0.363,8.063,-0.15818149,53.0,-0.15818148851394653,2052.75,4.7283430099487305,14.0,4.258094310760498
Wed Mar 27 21:49:37 GMT+01:00 2019,27-mar-2019 21:49:35.491,7.412915,45.107656666666664,15.379385,7.6,348.2,13.0,0.976,-0.383,9.088,-0.023385346,53.0,-0.023385345935821533,2058.75,4.6992316246032715,14.0,4.273096084594727
Wed Mar 27 21:49:38 GMT+01:00 2019,27-mar-2019 21:49:36.491,7.412993333333333,45.10780666666666,15.393283,7.6,348.5,12.67,0.708,1.848,8.992,-0.042448163,54.0,-0.04244816303253174,2077.5,4.68318510055542,13.0,4.287607192993164
Wed Mar 27 21:49:39 GMT+01:00 2019,27-mar-2019 21:49:37.492,7.413055000000001,45.10793166666667,18.089397,7.6,348.1,13.0,0.842,1.379,10.822,0.13438731,53.0,0.1343873143196106,2066.75,5.124321460723877,13.0,4.302315711975098
Wed Mar 27 21:49:40 GMT+01:00 2019,27-mar-2019 21:49:38.494,7.4131116666666665,45.10814333333333,14.566124,7.5,350.2,18.13,1.714,0.651,9.366,-0.008138597,53.0,-0.008138597011566162,2055.75,5.149796962738037,13.0,4.3167290687561035
Wed Mar 27 21:49:41 GMT+01:00 2019,27-mar-2019 21:49:39.492,7.413178333333334,45.108266666666665,14.982534,7.5,351.0,17.73,1.158,0.507,9.739,0.02009064,53.0,0.02009063959121704,2059.75,5.0599541664123535,14.0,4.3320841789245605
Wed Mar 27 21:49:42 GMT+01:00 2019,27-mar-2019 21:49:40.492,7.413241666666666,45.10839333333333,15.017021,7.5,352.0,17.78,1.273,0.948,9.241,-0.025208294,53.0,-0.02520829439163208,2047.75,5.499366283416748,14.0,4.346526622772217
Wed Mar 27 21:49:43 GMT+01:00 2019,27-mar-2019 21:49:41.492,7.413305,45.108516666666674,15.336663,7.5,353.1,17.73,0.66,-0.517,9.481,-0.01076597,53.0,-0.01076596975326538,2047.75,5.8926568031311035,13.0,4.3606438636779785
Wed Mar 27 21:49:44 GMT+01:00 2019,27-mar-2019 21:49:42.493,7.413361666666666,45.10864166666667,14.240305,7.6,352.7,15.25,0.344,-0.517,9.088,-0.0524382,52.0,-0.052438199520111084,2031.0,5.295202255249023,13.0,4.37513542175293
Wed Mar 27 21:49:45 GMT+01:00 2019,27-mar-2019 21:49:43.492,7.413406666666666,45.10876499999999,14.67473,7.5,352.3,15.19,0.603,0.574,9.481,-0.010818481,52.0,-0.0108184814453125,2014.0,5.328917026519775,12.0,4.389607906341553
Wed Mar 27 21:49:46 GMT+01:00 2019,27-mar-2019 21:49:44.492,7.413451666666666,45.10889166666666,14.761719,7.6,352.1,15.46,2.298,0.124,9.012,-0.032865465,52.0,-0.03286546468734741,2000.25,5.40585470199585,12.0,4.4031596183776855
Wed Mar 27 21:49:47 GMT+01:00 2019,27-mar-2019 21:49:45.492,7.413503333333334,45.109025,15.181732,7.5,352.6,16.22,0.641,-0.162,9.222,-0.03852606,51.0,-0.038526058197021484,1997.25,5.3302483558654785,11.0,4.417362689971924
Wed Mar 27 21:49:48 GMT+01:00 2019,27-mar-2019 21:49:46.494,7.413574999999999,45.10914666666666,14.8044405,7.6,352.8,16.0,1.446,0.0,11.061,0.1561169,51.0,0.15611690282821655,1965.5,6.182804584503174,12.0,4.431968688964844
Wed Mar 27 21:49:49 GMT+01:00 2019,27-mar-2019 21:49:47.492,7.413633333333333,45.10926166666666,14.790543,7.6,354.0,15.15,1.034,0.775,10.362,0.083450735,49.0,0.08345073461532593,1914.75,3.031280040740967,12.0,4.4453277587890625
Wed Mar 27 21:49:50 GMT+01:00 2019,27-mar-2019 21:49:48.492,7.413685,45.109385,13.805365,7.6,356.2,15.16,2.183,0.028,8.121,-0.1237793,47.0,-0.123779296875,1814.75,3.075845956802368,13.0,4.457887172698975
Wed Mar 27 21:49:51 GMT+01:00 2019,27-mar-2019 21:49:49.492,7.413726666666667,45.109514999999995,12.769229,7.6,356.4,15.28,2.049,1.072,10.381,0.103143394,43.0,0.10314339399337769,913.75,6.349817752838135,13.0,4.47133207321167
Wed Mar 27 21:49:52 GMT+01:00 2019,27-mar-2019 21:49:50.491,7.41376,45.109615,11.796404,7.6,356.9,17.35,2.384,0.689,9.807,0.05020255,40.0,0.05020254850387573,885.0,11.134055137634277,13.0,4.482758522033691
Wed Mar 27 21:49:53 GMT+01:00 2019,27-mar-2019 21:49:51.492,7.413750000000001,45.109705,10.891007,7.5,357.7,16.96,2.106,0.565,8.676,-0.06909329,35.0,-0.06909328699111938,961.25,5.882481098175049,13.0,4.492806911468506
Wed Mar 27 21:49:54 GMT+01:00 2019,27-mar-2019 21:49:52.492,7.413775,45.10978333333334,7.8767943,7.6,356.9,20.35,2.403,0.421,11.348,0.20220798,29.0,0.20220798254013062,1294.75,3.3565833568573,13.0,4.501457214355469
Wed Mar 27 21:49:55 GMT+01:00 2019,27-mar-2019 21:49:53.492,7.413806666666667,45.109835000000004,7.5134,7.5,359.5,17.88,1.245,0.632,9.05,-0.047557533,23.0,-0.047557532787323,1442.5,2.06268310546875,13.0,4.5085530281066895
